request_id,request_dt,service_type,priority,expected_minutes,due_dt,status,completed_dt
R0006497,2025-12-10 20:58:08,Maintenance,Standard,55,2025-12-10 22:11:08,Completed,2025-12-10 22:34:08
R0006498,2025-12-10 20:46:30,FrontDesk,Standard,12,2025-12-10 21:48:30,Completed,2025-12-10 20:58:30
R0006499,2025-12-10 17:15:34,Housekeeping,Standard,35,2025-12-10 19:34:34,Completed,2025-12-10 18:16:34
R0006500,2025-12-10 19:16:41,F&B,Standard,25,2025-12-10 20:51:41,Completed,2025-12-10 19:56:41
R0006501,2025-12-10 08:14:41,Housekeeping,Standard,35,2025-12-10 10:33:41,Completed,2025-12-10 08:54:41
R0006502,2025-12-10 07:11:59,Housekeeping,Urgent,18,2025-12-10 07:42:59,Completed,2025-12-10 08:03:59
R0006503,2025-12-10 18:24:11,FrontDesk,Standard,12,2025-12-10 20:08:11,Completed,2025-12-10 18:49:11
R0006504,2025-12-10 12:47:12,FrontDesk,Standard,12,2025-12-10 15:26:12,Open,
R0006505,2025-12-10 13:49:01,Housekeeping,Standard,35,2025-12-10 16:19:01,Completed,2025-12-10 14:23:01
R0006506,2025-12-10 16:26:56,F&B,Standard,25,2025-12-10 18:26:56,Completed,2025-12-10 17:23:56
R0006507,2025-12-10 12:02:26,FrontDesk,Standard,12,2025-12-10 13:20:26,Completed,2025-12-10 12:34:26
R0006508,2025-12-10 21:47:52,F&B,Standard,25,2025-12-11 00:19:52,Open,
R0006509,2025-12-10 15:55:33,FrontDesk,Standard,12,2025-12-10 16:58:33,Completed,2025-12-10 16:27:33
R0006510,2025-12-10 07:38:59,F&B,Standard,25,2025-12-10 10:38:59,Completed,2025-12-10 08:22:59
R0006511,2025-12-10 14:57:58,Housekeeping,Urgent,18,2025-12-10 15:47:58,Completed,2025-12-10 15:25:58
R0006512,2025-12-10 09:04:05,Housekeeping,Standard,35,2025-12-10 11:07:05,Completed,2025-12-10 09:50:05
R0006513,2025-12-10 18:39:11,FrontDesk,Standard,12,2025-12-10 21:09:11,Completed,2025-12-10 18:51:11
R0006514,2025-12-10 16:56:22,Maintenance,Standard,55,2025-12-10 18:12:22,Completed,2025-12-10 18:17:22
R0006515,2025-12-10 12:04:58,FrontDesk,Standard,12,2025-12-10 13:27:58,Completed,2025-12-10 12:13:58
R0006516,2025-12-10 14:52:08,F&B,Urgent,12,2025-12-10 15:26:08,Completed,2025-12-10 15:23:08
R0006517,2025-12-10 14:06:32,Maintenance,Standard,55,2025-12-10 16:59:32,Completed,2025-12-10 15:22:32
R0006518,2025-12-10 12:30:28,F&B,Standard,25,2025-12-10 14:30:28,Completed,2025-12-10 13:03:28
R0006519,2025-12-10 22:47:18,Housekeeping,Standard,35,2025-12-11 01:44:18,Open,
R0006520,2025-12-10 10:33:23,FrontDesk,Standard,12,2025-12-10 11:51:23,Completed,2025-12-10 10:55:23
R0006521,2025-12-10 18:49:02,Housekeeping,Standard,35,2025-12-10 21:01:02,Completed,2025-12-10 19:25:02
R0006522,2025-12-10 11:34:45,FrontDesk,Standard,12,2025-12-10 13:35:45,Completed,2025-12-10 12:14:45
R0006523,2025-12-10 08:15:01,FrontDesk,Standard,12,2025-12-10 09:50:01,Completed,2025-12-10 08:35:01
R0006524,2025-12-10 17:53:02,Housekeeping,Standard,35,2025-12-10 20:09:02,Completed,2025-12-10 18:43:02
R0006525,2025-12-10 16:21:45,Housekeeping,Standard,35,2025-12-10 17:27:45,Open,
R0006526,2025-12-10 21:29:32,F&B,Standard,25,2025-12-10 22:38:32,Completed,2025-12-10 22:11:32
R0006527,2025-12-10 22:22:47,Housekeeping,Urgent,18,2025-12-10 23:14:47,Completed,2025-12-10 22:55:47
R0006528,2025-12-10 18:38:27,Housekeeping,Standard,35,2025-12-10 20:40:27,Completed,2025-12-10 19:18:27
R0006529,2025-12-10 10:34:28,Housekeeping,Standard,35,2025-12-10 13:34:28,Completed,2025-12-10 11:08:28
R0006530,2025-12-10 18:37:17,F&B,Urgent,12,2025-12-10 18:54:17,In_Progress,
R0006531,2025-12-10 08:23:25,Maintenance,Standard,55,2025-12-10 10:10:25,Completed,2025-12-10 09:18:25
R0006532,2025-12-10 21:11:20,Housekeeping,Standard,35,2025-12-11 00:07:20,Completed,2025-12-10 21:39:20
R0006533,2025-12-10 12:03:45,Housekeeping,Standard,35,2025-12-10 13:04:45,Completed,2025-12-10 12:59:45
R0006534,2025-12-10 21:00:06,Housekeeping,Urgent,18,2025-12-10 21:23:06,Completed,2025-12-10 21:30:06
R0006535,2025-12-10 07:25:31,Housekeeping,Standard,35,2025-12-10 08:32:31,Completed,2025-12-10 08:23:31
R0006536,2025-12-10 11:47:51,Housekeeping,Standard,35,2025-12-10 14:40:51,Completed,2025-12-10 12:42:51
R0006537,2025-12-10 18:39:24,F&B,Standard,25,2025-12-10 20:11:24,Completed,2025-12-10 19:24:24
R0006538,2025-12-10 07:01:19,Housekeeping,Standard,35,2025-12-10 08:26:19,Completed,2025-12-10 07:50:19
R0006539,2025-12-10 16:49:17,FrontDesk,Urgent,6,2025-12-10 17:34:17,Completed,2025-12-10 17:20:17
R0006540,2025-12-10 14:07:39,Housekeeping,Standard,35,2025-12-10 16:02:39,Completed,2025-12-10 14:51:39
R0006541,2025-12-10 10:41:41,Housekeeping,Standard,35,2025-12-10 11:55:41,Completed,2025-12-10 11:49:41
R0006542,2025-12-10 18:58:17,FrontDesk,Standard,12,2025-12-10 20:43:17,Completed,2025-12-10 19:33:17
R0006543,2025-12-10 21:17:05,Housekeeping,Standard,35,2025-12-10 23:18:05,Completed,2025-12-10 22:18:05
R0006544,2025-12-10 20:01:44,F&B,Standard,25,2025-12-10 21:36:44,Completed,2025-12-10 20:27:44
R0006545,2025-12-10 08:50:38,F&B,Standard,25,2025-12-10 10:53:38,Completed,2025-12-10 09:42:38
R0006546,2025-12-10 19:11:34,Maintenance,Standard,55,2025-12-10 20:36:34,Completed,2025-12-10 20:39:34
R0006547,2025-12-10 17:22:05,Housekeeping,Standard,35,2025-12-10 19:05:05,Completed,2025-12-10 18:16:05
R0006548,2025-12-10 20:53:45,F&B,Standard,25,2025-12-10 23:52:45,Completed,2025-12-10 21:09:45
R0006549,2025-12-10 08:23:08,FrontDesk,Urgent,6,2025-12-10 08:45:08,Completed,2025-12-10 08:47:08
R0006550,2025-12-10 15:38:58,Housekeeping,Standard,35,2025-12-10 18:32:58,Completed,2025-12-10 16:47:58
R0006551,2025-12-10 12:37:16,FrontDesk,Standard,12,2025-12-10 15:33:16,Completed,2025-12-10 12:58:16
R0006552,2025-12-10 14:16:18,F&B,Standard,25,2025-12-10 15:52:18,Completed,2025-12-10 14:55:18
R0006553,2025-12-10 18:36:14,FrontDesk,Standard,12,2025-12-10 19:36:14,Completed,2025-12-10 18:56:14
R0006554,2025-12-10 12:31:40,Maintenance,Standard,55,2025-12-10 14:04:40,Completed,2025-12-10 13:34:40
R0006555,2025-12-10 20:30:59,F&B,Standard,25,2025-12-10 21:39:59,Completed,2025-12-10 21:14:59
R0006556,2025-12-10 11:08:32,FrontDesk,Standard,12,2025-12-10 13:16:32,Completed,2025-12-10 11:35:32
R0006557,2025-12-10 11:38:39,Housekeeping,Standard,35,2025-12-10 13:46:39,Completed,2025-12-10 12:42:39
R0006558,2025-12-10 12:37:41,F&B,Standard,25,2025-12-10 14:38:41,Completed,2025-12-10 13:01:41
R0006559,2025-12-10 14:43:33,F&B,Standard,25,2025-12-10 16:25:33,Completed,2025-12-10 15:30:33
R0006560,2025-12-10 20:21:06,FrontDesk,Standard,12,2025-12-10 22:24:06,Completed,2025-12-10 20:39:06
R0006561,2025-12-10 13:32:41,FrontDesk,Standard,12,2025-12-10 14:46:41,Completed,2025-12-10 13:48:41
R0006562,2025-12-10 07:59:14,FrontDesk,Standard,12,2025-12-10 10:39:14,Open,
R0006563,2025-12-10 09:44:56,F&B,Urgent,12,2025-12-10 10:01:56,Completed,2025-12-10 10:01:56
R0006564,2025-12-10 12:29:48,Housekeeping,Standard,35,2025-12-10 13:58:48,Completed,2025-12-10 13:38:48
R0006565,2025-12-10 10:04:34,FrontDesk,Standard,12,2025-12-10 12:58:34,Completed,2025-12-10 10:35:34
R0006566,2025-12-10 11:02:31,Housekeeping,Standard,35,2025-12-10 12:23:31,Completed,2025-12-10 11:38:31
R0006567,2025-12-10 16:12:20,FrontDesk,Standard,12,2025-12-10 17:56:20,Completed,2025-12-10 16:36:20
R0006568,2025-12-10 17:32:09,FrontDesk,Standard,12,2025-12-10 19:54:09,Completed,2025-12-10 18:03:09
R0006569,2025-12-10 11:46:00,Housekeeping,Standard,35,2025-12-10 14:29:00,Completed,2025-12-10 12:57:00
R0006570,2025-12-10 10:16:21,FrontDesk,Standard,12,2025-12-10 11:50:21,Completed,2025-12-10 10:44:21
R0006571,2025-12-10 13:28:33,Housekeeping,Standard,35,2025-12-10 14:49:33,Completed,2025-12-10 14:16:33
R0006572,2025-12-10 08:07:31,F&B,Standard,25,2025-12-10 10:40:31,In_Progress,
R0006573,2025-12-10 14:10:24,Housekeeping,Standard,35,2025-12-10 16:33:24,Open,
R0006574,2025-12-10 08:46:34,Housekeeping,Standard,35,2025-12-10 10:42:34,Completed,2025-12-10 09:27:34
R0006575,2025-12-10 21:49:03,Maintenance,Standard,55,2025-12-11 00:02:03,Open,
R0006576,2025-12-10 13:24:58,Housekeeping,Standard,35,2025-12-10 14:54:58,Completed,2025-12-10 14:30:58
R0006577,2025-12-10 20:25:29,Housekeeping,Urgent,18,2025-12-10 21:21:29,Completed,2025-12-10 20:56:29
R0006578,2025-12-10 18:43:28,F&B,Standard,25,2025-12-10 21:38:28,Completed,2025-12-10 19:25:28
R0006579,2025-12-10 19:51:26,F&B,Standard,25,2025-12-10 21:37:26,Completed,2025-12-10 20:28:26
R0006580,2025-12-10 19:01:36,FrontDesk,Standard,12,2025-12-10 21:25:36,Completed,2025-12-10 19:18:36
R0006581,2025-12-10 18:09:14,Housekeeping,Standard,35,2025-12-10 20:03:14,Completed,2025-12-10 18:37:14
R0006582,2025-12-10 20:17:13,FrontDesk,Standard,12,2025-12-10 21:39:13,Completed,2025-12-10 20:31:13
R0006583,2025-12-10 16:22:47,Housekeeping,Standard,35,2025-12-10 17:44:47,Completed,2025-12-10 17:30:47
R0006584,2025-12-10 18:03:33,F&B,Standard,25,2025-12-10 19:56:33,Completed,2025-12-10 18:28:33
R0006585,2025-12-10 19:55:56,Housekeeping,Standard,35,2025-12-10 21:15:56,Completed,2025-12-10 20:32:56
R0006586,2025-12-10 18:25:34,Housekeeping,Standard,35,2025-12-10 21:19:34,Completed,2025-12-10 19:29:34
R0006587,2025-12-10 11:16:16,Housekeeping,Standard,35,2025-12-10 13:36:16,Completed,2025-12-10 12:00:16
R0006588,2025-12-10 11:28:46,Maintenance,Standard,55,2025-12-10 14:18:46,Completed,2025-12-10 12:14:46
R0006589,2025-12-10 21:36:44,Housekeeping,Standard,35,2025-12-10 22:43:44,Completed,2025-12-10 22:11:44
R0006590,2025-12-10 20:39:15,Housekeeping,Standard,35,2025-12-10 21:40:15,Completed,2025-12-10 21:34:15
R0006591,2025-12-11 14:08:15,FrontDesk,Standard,12,2025-12-11 16:27:15,Completed,2025-12-11 14:25:15
R0006592,2025-12-11 08:33:34,Housekeeping,Standard,35,2025-12-11 11:24:34,Completed,2025-12-11 09:07:34
R0006593,2025-12-11 19:46:45,Housekeeping,Standard,35,2025-12-11 22:32:45,Completed,2025-12-11 20:24:45
R0006594,2025-12-11 11:11:24,Housekeeping,Standard,35,2025-12-11 12:58:24,Completed,2025-12-11 11:47:24
R0006595,2025-12-11 18:00:08,FrontDesk,Standard,12,2025-12-11 20:58:08,In_Progress,
R0006596,2025-12-11 11:16:24,F&B,Standard,25,2025-12-11 13:24:24,Completed,2025-12-11 11:59:24
R0006597,2025-12-11 22:05:24,Housekeeping,Standard,35,2025-12-12 00:00:24,Completed,2025-12-11 22:30:24
R0006598,2025-12-11 18:59:18,FrontDesk,Standard,12,2025-12-11 21:27:18,Completed,2025-12-11 19:30:18
R0006599,2025-12-11 13:15:48,Housekeeping,Urgent,18,2025-12-11 14:13:48,Completed,2025-12-11 13:56:48
R0006600,2025-12-11 20:26:31,Housekeeping,Standard,35,2025-12-11 22:59:31,Open,
R0006601,2025-12-11 18:57:17,Housekeeping,Standard,35,2025-12-11 20:59:17,Completed,2025-12-11 19:37:17
R0006602,2025-12-11 17:00:12,F&B,Urgent,12,2025-12-11 17:57:12,Completed,2025-12-11 17:31:12
R0006603,2025-12-11 20:35:03,F&B,Standard,25,2025-12-11 23:18:03,Completed,2025-12-11 21:12:03
R0006604,2025-12-11 22:53:19,F&B,Standard,25,2025-12-12 01:27:19,Completed,2025-12-11 23:38:19
R0006605,2025-12-11 17:03:03,Maintenance,Standard,55,2025-12-11 18:40:03,Completed,2025-12-11 18:17:03
R0006606,2025-12-11 18:42:08,F&B,Urgent,12,2025-12-11 19:01:08,In_Progress,
R0006607,2025-12-11 08:15:05,Housekeeping,Standard,35,2025-12-11 10:33:05,Completed,2025-12-11 09:27:05
R0006608,2025-12-11 20:27:05,F&B,Standard,25,2025-12-11 22:37:05,Completed,2025-12-11 21:09:05
R0006609,2025-12-11 08:26:03,Housekeeping,Standard,35,2025-12-11 11:21:03,Completed,2025-12-11 08:58:03
R0006610,2025-12-11 21:21:42,Maintenance,Standard,55,2025-12-11 23:30:42,Completed,2025-12-11 22:16:42
R0006611,2025-12-11 09:58:03,Housekeeping,Standard,35,2025-12-11 11:21:03,Completed,2025-12-11 11:08:03
R0006612,2025-12-11 15:51:12,F&B,Standard,25,2025-12-11 17:05:12,Open,
R0006613,2025-12-11 21:19:40,Housekeeping,Standard,35,2025-12-11 23:32:40,Open,
R0006614,2025-12-11 11:10:27,Housekeeping,Standard,35,2025-12-11 12:57:27,Open,
R0006615,2025-12-11 21:15:57,FrontDesk,Standard,12,2025-12-11 22:44:57,Completed,2025-12-11 21:28:57
R0006616,2025-12-11 09:06:12,F&B,Standard,25,2025-12-11 10:42:12,Open,
R0006617,2025-12-11 14:32:17,F&B,Standard,25,2025-12-11 15:51:17,Completed,2025-12-11 15:25:17
R0006618,2025-12-11 15:43:15,FrontDesk,Standard,12,2025-12-11 17:22:15,Completed,2025-12-11 15:57:15
R0006619,2025-12-11 19:28:40,FrontDesk,Urgent,6,2025-12-11 20:24:40,Completed,2025-12-11 19:40:40
R0006620,2025-12-11 16:28:06,F&B,Urgent,12,2025-12-11 17:13:06,Completed,2025-12-11 16:49:06
R0006621,2025-12-11 17:26:00,Housekeeping,Standard,35,2025-12-11 18:53:00,Completed,2025-12-11 17:54:00
R0006622,2025-12-11 07:04:14,F&B,Standard,25,2025-12-11 08:13:14,Completed,2025-12-11 08:09:14
R0006623,2025-12-11 21:22:48,FrontDesk,Standard,12,2025-12-11 22:46:48,Completed,2025-12-11 21:42:48
R0006624,2025-12-11 19:39:43,Maintenance,Standard,55,2025-12-11 21:36:43,Completed,2025-12-11 21:02:43
R0006625,2025-12-11 12:38:00,Housekeeping,Standard,35,2025-12-11 15:23:00,In_Progress,
R0006626,2025-12-11 12:47:52,F&B,Standard,25,2025-12-11 15:47:52,Completed,2025-12-11 13:39:52
R0006627,2025-12-11 07:25:41,Housekeeping,Standard,35,2025-12-11 09:52:41,Completed,2025-12-11 08:11:41
R0006628,2025-12-11 14:47:58,Maintenance,Standard,55,2025-12-11 16:26:58,Completed,2025-12-11 15:38:58
R0006629,2025-12-11 22:16:13,Housekeeping,Standard,35,2025-12-11 23:51:13,Completed,2025-12-11 23:00:13
R0006630,2025-12-11 19:23:00,Housekeeping,Urgent,18,2025-12-11 19:50:00,Completed,2025-12-11 19:52:00
R0006631,2025-12-11 13:26:00,Housekeeping,Standard,35,2025-12-11 15:37:00,Open,
R0006632,2025-12-11 14:28:10,F&B,Standard,25,2025-12-11 17:07:10,Open,
R0006633,2025-12-11 20:23:33,Housekeeping,Standard,35,2025-12-11 22:30:33,Completed,2025-12-11 21:10:33
R0006634,2025-12-11 14:51:26,Maintenance,Standard,55,2025-12-11 16:17:26,Completed,2025-12-11 15:38:26
R0006635,2025-12-11 21:34:53,Housekeeping,Standard,35,2025-12-12 00:15:53,Completed,2025-12-11 22:00:53
R0006636,2025-12-11 20:31:26,FrontDesk,Standard,12,2025-12-11 22:36:26,Completed,2025-12-11 21:01:26
R0006637,2025-12-11 08:38:57,FrontDesk,Standard,12,2025-12-11 10:11:57,In_Progress,
R0006638,2025-12-11 16:13:21,Housekeeping,Urgent,18,2025-12-11 16:31:21,In_Progress,
R0006639,2025-12-11 09:37:27,Housekeeping,Standard,35,2025-12-11 11:14:27,In_Progress,
R0006640,2025-12-11 14:08:57,F&B,Standard,25,2025-12-11 16:47:57,Completed,2025-12-11 14:47:57
R0006641,2025-12-11 21:59:22,Housekeeping,Standard,35,2025-12-11 23:12:22,Completed,2025-12-11 22:33:22
R0006642,2025-12-11 14:48:01,Housekeeping,Urgent,18,2025-12-11 15:23:01,Completed,2025-12-11 15:08:01
R0006643,2025-12-11 18:46:17,Maintenance,Standard,55,2025-12-11 20:17:17,Completed,2025-12-11 20:00:17
R0006644,2025-12-11 19:52:46,FrontDesk,Urgent,6,2025-12-11 20:52:46,Completed,2025-12-11 20:13:46
R0006645,2025-12-11 12:53:41,Housekeeping,Standard,35,2025-12-11 14:54:41,Completed,2025-12-11 13:46:41
R0006646,2025-12-11 11:43:23,F&B,Standard,25,2025-12-11 14:33:23,Completed,2025-12-11 12:09:23
R0006647,2025-12-11 10:07:52,Housekeeping,Urgent,18,2025-12-11 10:43:52,Completed,2025-12-11 10:40:52
R0006648,2025-12-11 07:12:08,F&B,Standard,25,2025-12-11 09:18:08,Completed,2025-12-11 07:52:08
R0006649,2025-12-11 13:35:39,F&B,Standard,25,2025-12-11 16:28:39,Completed,2025-12-11 14:13:39
R0006650,2025-12-11 08:51:36,FrontDesk,Standard,12,2025-12-11 10:22:36,Completed,2025-12-11 09:06:36
R0006651,2025-12-11 14:31:12,FrontDesk,Standard,12,2025-12-11 17:08:12,Completed,2025-12-11 15:16:12
R0006652,2025-12-11 11:10:45,Maintenance,Standard,55,2025-12-11 12:47:45,In_Progress,
R0006653,2025-12-11 18:36:25,Maintenance,Standard,55,2025-12-11 20:18:25,Completed,2025-12-11 19:44:25
R0006654,2025-12-11 19:34:35,Maintenance,Standard,55,2025-12-11 22:09:35,Completed,2025-12-11 20:45:35
R0006655,2025-12-11 18:20:02,Housekeeping,Standard,35,2025-12-11 21:05:02,Completed,2025-12-11 19:11:02
R0006656,2025-12-11 21:26:21,Housekeeping,Standard,35,2025-12-11 23:05:21,In_Progress,
R0006657,2025-12-11 14:13:47,F&B,Standard,25,2025-12-11 15:50:47,Completed,2025-12-11 14:59:47
R0006658,2025-12-11 19:57:05,FrontDesk,Standard,12,2025-12-11 22:45:05,Completed,2025-12-11 20:30:05
R0006659,2025-12-11 18:22:46,Housekeeping,Standard,35,2025-12-11 19:22:46,Completed,2025-12-11 19:12:46
R0006660,2025-12-11 20:55:55,F&B,Standard,25,2025-12-11 22:15:55,Completed,2025-12-11 21:25:55
R0006661,2025-12-11 09:06:58,FrontDesk,Standard,12,2025-12-11 11:58:58,Completed,2025-12-11 09:25:58
R0006662,2025-12-11 13:41:31,F&B,Standard,25,2025-12-11 15:54:31,Completed,2025-12-11 14:23:31
R0006663,2025-12-11 21:08:10,Housekeeping,Standard,35,2025-12-11 22:59:10,Completed,2025-12-11 21:58:10
R0006664,2025-12-11 14:56:06,F&B,Standard,25,2025-12-11 16:25:06,In_Progress,
R0006665,2025-12-11 21:04:01,Housekeeping,Standard,35,2025-12-12 00:04:01,Completed,2025-12-11 21:36:01
R0006666,2025-12-11 12:46:54,FrontDesk,Standard,12,2025-12-11 14:43:54,Completed,2025-12-11 13:11:54
R0006667,2025-12-11 13:06:17,FrontDesk,Standard,12,2025-12-11 14:18:17,Completed,2025-12-11 13:36:17
R0006668,2025-12-11 13:58:05,Housekeeping,Standard,35,2025-12-11 15:56:05,Completed,2025-12-11 14:48:05
R0006669,2025-12-11 16:14:33,FrontDesk,Urgent,6,2025-12-11 16:54:33,Completed,2025-12-11 16:48:33
R0006670,2025-12-11 18:26:42,F&B,Standard,25,2025-12-11 20:11:42,Completed,2025-12-11 18:59:42
R0006671,2025-12-11 07:57:16,FrontDesk,Standard,12,2025-12-11 10:22:16,Completed,2025-12-11 08:19:16
R0006672,2025-12-11 19:30:32,F&B,Standard,25,2025-12-11 21:39:32,Completed,2025-12-11 20:05:32
R0006673,2025-12-11 12:49:18,Housekeeping,Standard,35,2025-12-11 14:35:18,Completed,2025-12-11 13:44:18
R0006674,2025-12-11 18:20:03,F&B,Standard,25,2025-12-11 19:51:03,Completed,2025-12-11 18:48:03
R0006675,2025-12-11 22:44:34,Housekeeping,Standard,35,2025-12-12 01:19:34,Completed,2025-12-11 23:27:34
R0006676,2025-12-11 14:51:21,Maintenance,Standard,55,2025-12-11 16:47:21,Completed,2025-12-11 15:50:21
R0006677,2025-12-11 20:21:13,Housekeeping,Standard,35,2025-12-11 22:24:13,Completed,2025-12-11 21:36:13
R0006678,2025-12-11 17:10:37,Housekeeping,Standard,35,2025-12-11 18:15:37,Completed,2025-12-11 18:10:37
R0006679,2025-12-11 21:20:17,Maintenance,Standard,55,2025-12-11 22:50:17,Completed,2025-12-11 22:36:17
R0006680,2025-12-11 13:42:33,Housekeeping,Standard,35,2025-12-11 15:56:33,Completed,2025-12-11 14:31:33
R0006681,2025-12-11 14:56:16,FrontDesk,Standard,12,2025-12-11 16:12:16,Completed,2025-12-11 15:19:16
R0006682,2025-12-11 08:33:15,FrontDesk,Standard,12,2025-12-11 10:23:15,Completed,2025-12-11 09:10:15
R0006683,2025-12-11 15:14:41,F&B,Standard,25,2025-12-11 17:10:41,Completed,2025-12-11 16:13:41
R0006684,2025-12-11 21:30:24,FrontDesk,Urgent,6,2025-12-11 22:00:24,Completed,2025-12-11 21:41:24
R0006685,2025-12-11 09:22:22,FrontDesk,Standard,12,2025-12-11 11:56:22,Completed,2025-12-11 09:48:22
R0006686,2025-12-11 21:34:21,F&B,Standard,25,2025-12-11 23:32:21,Completed,2025-12-11 21:59:21
R0006687,2025-12-11 19:22:16,FrontDesk,Standard,12,2025-12-11 21:40:16,Completed,2025-12-11 19:44:16
R0006688,2025-12-11 18:42:33,F&B,Standard,25,2025-12-11 21:00:33,Open,
R0006689,2025-12-11 11:48:50,F&B,Standard,25,2025-12-11 13:56:50,Open,
R0006690,2025-12-11 09:56:23,F&B,Standard,25,2025-12-11 12:32:23,Completed,2025-12-11 10:33:23
R0006691,2025-12-11 14:00:11,Housekeeping,Urgent,18,2025-12-11 14:42:11,Completed,2025-12-11 14:31:11
R0006692,2025-12-11 13:53:31,FrontDesk,Standard,12,2025-12-11 16:19:31,Completed,2025-12-11 14:20:31
R0006693,2025-12-11 12:50:21,FrontDesk,Standard,12,2025-12-11 14:39:21,Open,
R0006694,2025-12-11 21:50:11,Housekeeping,Standard,35,2025-12-11 22:58:11,Completed,2025-12-11 22:20:11
R0006695,2025-12-11 08:15:20,Housekeeping,Standard,35,2025-12-11 10:26:20,Completed,2025-12-11 09:23:20
R0006696,2025-12-11 13:38:25,FrontDesk,Standard,12,2025-12-11 14:41:25,Completed,2025-12-11 13:57:25
R0006697,2025-12-11 12:59:53,F&B,Standard,25,2025-12-11 14:51:53,Completed,2025-12-11 13:44:53
R0006698,2025-12-11 09:29:46,Maintenance,Standard,55,2025-12-11 11:22:46,Completed,2025-12-11 10:21:46
R0006699,2025-12-11 16:20:24,Housekeeping,Standard,35,2025-12-11 18:45:24,Completed,2025-12-11 17:07:24
R0006700,2025-12-11 13:38:52,Housekeeping,Urgent,18,2025-12-11 14:12:52,Completed,2025-12-11 14:01:52
R0006701,2025-12-11 19:52:48,Housekeeping,Standard,35,2025-12-11 22:17:48,Completed,2025-12-11 20:29:48
R0006702,2025-12-11 19:18:30,F&B,Standard,25,2025-12-11 21:02:30,Completed,2025-12-11 19:51:30
R0006703,2025-12-11 07:40:24,FrontDesk,Standard,12,2025-12-11 09:02:24,Completed,2025-12-11 08:07:24
R0006704,2025-12-11 18:27:55,Housekeeping,Standard,35,2025-12-11 21:03:55,Completed,2025-12-11 19:22:55
R0006705,2025-12-11 08:12:50,FrontDesk,Standard,12,2025-12-11 10:45:50,Completed,2025-12-11 08:44:50
R0006706,2025-12-11 20:05:05,FrontDesk,Standard,12,2025-12-11 21:07:05,Completed,2025-12-11 20:18:05
R0006707,2025-12-11 22:13:46,F&B,Standard,25,2025-12-11 23:19:46,Completed,2025-12-11 22:45:46
R0006708,2025-12-11 08:17:53,Housekeeping,Standard,35,2025-12-11 11:05:53,Completed,2025-12-11 09:03:53
R0006709,2025-12-11 19:46:44,FrontDesk,Standard,12,2025-12-11 21:01:44,Completed,2025-12-11 20:18:44
R0006710,2025-12-11 19:25:51,F&B,Standard,25,2025-12-11 21:36:51,Completed,2025-12-11 20:01:51
R0006711,2025-12-11 18:48:11,Housekeeping,Standard,35,2025-12-11 21:38:11,Completed,2025-12-11 19:23:11
R0006712,2025-12-11 14:50:03,F&B,Standard,25,2025-12-11 16:07:03,Completed,2025-12-11 15:40:03
R0006713,2025-12-11 11:45:35,FrontDesk,Standard,12,2025-12-11 14:06:35,Completed,2025-12-11 12:18:35
R0006714,2025-12-11 13:41:41,Housekeeping,Urgent,18,2025-12-11 14:39:41,Completed,2025-12-11 14:23:41
R0006715,2025-12-11 14:40:51,Housekeeping,Standard,35,2025-12-11 17:37:51,Completed,2025-12-11 15:18:51
R0006716,2025-12-11 21:24:39,Housekeeping,Urgent,18,2025-12-11 21:50:39,Completed,2025-12-11 22:09:39
R0006717,2025-12-11 13:38:17,Maintenance,Standard,55,2025-12-11 15:39:17,Open,
R0006718,2025-12-11 09:45:54,Housekeeping,Standard,35,2025-12-11 12:26:54,Completed,2025-12-11 10:39:54
R0006719,2025-12-11 18:08:01,F&B,Standard,25,2025-12-11 20:39:01,Completed,2025-12-11 18:41:01
R0006720,2025-12-11 21:47:19,Housekeeping,Standard,35,2025-12-11 23:52:19,Completed,2025-12-11 22:32:19
R0006721,2025-12-11 09:45:18,F&B,Standard,25,2025-12-11 11:45:18,Completed,2025-12-11 10:11:18
R0006722,2025-12-11 07:16:42,F&B,Standard,25,2025-12-11 09:15:42,In_Progress,
R0006723,2025-12-11 22:23:26,Housekeeping,Standard,35,2025-12-12 01:13:26,Completed,2025-12-11 23:24:26
R0006724,2025-12-11 18:08:18,FrontDesk,Standard,12,2025-12-11 19:55:18,Completed,2025-12-11 18:15:18
R0006725,2025-12-11 10:02:52,FrontDesk,Standard,12,2025-12-11 11:30:52,Completed,2025-12-11 10:38:52
R0006726,2025-12-11 17:30:26,FrontDesk,Standard,12,2025-12-11 20:23:26,Completed,2025-12-11 17:48:26
R0006727,2025-12-11 20:26:11,FrontDesk,Standard,12,2025-12-11 22:17:11,In_Progress,
R0006728,2025-12-11 20:15:30,FrontDesk,Standard,12,2025-12-11 21:44:30,Completed,2025-12-11 20:42:30
R0006729,2025-12-11 13:05:44,Housekeeping,Standard,35,2025-12-11 14:44:44,Completed,2025-12-11 13:49:44
R0006730,2025-12-11 20:46:37,Maintenance,Standard,55,2025-12-11 22:20:37,Completed,2025-12-11 21:43:37
R0006731,2025-12-11 21:03:36,FrontDesk,Standard,12,2025-12-11 23:50:36,Completed,2025-12-11 21:38:36
R0006732,2025-12-11 15:51:05,FrontDesk,Standard,12,2025-12-11 18:25:05,Completed,2025-12-11 16:31:05
R0006733,2025-12-11 12:16:20,FrontDesk,Standard,12,2025-12-11 13:34:20,Completed,2025-12-11 12:47:20
