request_id,staff_id,assigned_dt,completed_dt,actual_minutes
R0005632,S032,2025-12-06 16:33:18,2025-12-06 16:49:18,26.0
R0005633,S032,2025-12-06 11:59:07,,
R0005634,S001,2025-12-06 12:47:32,2025-12-06 12:45:32,14.0
R0005635,S006,2025-12-06 18:53:31,2025-12-06 18:41:31,5.0
R0005636,S033,2025-12-06 09:29:52,2025-12-06 09:48:52,23.0
R0005637,S012,2025-12-07 15:41:35,2025-12-07 15:13:35,7.0
R0005638,S024,2025-12-07 14:31:49,2025-12-07 14:42:49,26.0
R0005639,S008,2025-12-07 13:31:44,2025-12-07 13:41:44,14.0
R0005640,S023,2025-12-07 22:00:27,2025-12-07 22:36:27,14.0
R0005641,S003,2025-12-07 19:25:14,,
R0005642,S017,2025-12-07 08:50:08,2025-12-07 09:07:08,37.0
R0005643,S023,2025-12-07 18:35:55,2025-12-07 18:43:55,26.0
R0005644,S012,2025-12-07 09:15:59,2025-12-07 09:31:59,30.0
R0005645,S017,2025-12-07 14:12:23,2025-12-07 14:55:23,32.0
R0005646,S024,2025-12-07 16:08:34,2025-12-07 16:29:34,22.0
R0005647,S026,2025-12-07 11:46:28,2025-12-07 12:00:28,20.0
R0005648,S003,2025-12-07 14:31:20,2025-12-07 15:03:20,61.0
R0005649,S007,2025-12-07 21:52:20,2025-12-07 21:16:20,6.0
R0005650,S026,2025-12-07 13:30:59,2025-12-07 13:32:59,27.0
R0005651,S023,2025-12-07 17:28:57,,
R0005652,S024,2025-12-07 08:15:48,,
R0005653,S023,2025-12-07 18:30:30,2025-12-07 18:44:30,15.0
R0005654,S025,2025-12-07 13:58:23,2025-12-07 14:09:23,18.0
R0005655,S009,2025-12-07 22:18:03,,
R0005656,S005,2025-12-07 20:02:14,2025-12-07 20:10:14,14.0
R0005657,S025,2025-12-07 22:29:59,2025-12-07 22:36:59,12.0
R0005658,S024,2025-12-07 20:04:21,2025-12-07 20:52:21,29.0
R0005659,S019,2025-12-07 13:59:31,,
R0005660,S017,2025-12-07 22:10:52,2025-12-07 22:14:52,31.0
R0005661,S023,2025-12-07 11:20:49,2025-12-07 11:09:49,18.0
R0005662,S012,2025-12-07 13:12:40,2025-12-07 13:21:40,36.0
R0005663,S003,2025-12-07 08:22:05,2025-12-07 08:13:05,4.0
R0005664,S018,2025-12-07 09:55:54,2025-12-07 10:10:54,18.0
R0005665,S025,2025-12-07 14:21:14,2025-12-07 14:05:14,22.0
R0005666,S026,2025-12-07 17:01:37,2025-12-07 17:30:37,31.0
R0005667,S019,2025-12-07 18:39:58,2025-12-07 18:56:58,44.0
R0005668,S031,2025-12-07 17:42:31,2025-12-07 18:01:31,16.0
R0005669,S024,2025-12-07 19:36:04,2025-12-07 19:53:04,16.0
R0005670,S001,2025-12-07 20:53:41,2025-12-07 21:13:41,10.0
R0005671,S022,2025-12-07 14:40:01,2025-12-07 14:56:01,21.0
R0005672,S005,2025-12-07 16:38:43,,
R0005673,S004,2025-12-07 21:42:56,2025-12-07 21:38:56,15.0
R0005674,S031,2025-12-07 19:58:56,2025-12-07 20:12:56,25.0
R0005675,S004,2025-12-07 18:46:19,2025-12-07 19:17:19,45.0
R0005676,S021,2025-12-07 21:14:51,2025-12-07 21:34:51,14.0
R0005677,S024,2025-12-07 18:24:35,2025-12-07 18:31:35,30.0
R0005678,S007,2025-12-07 20:05:42,2025-12-07 20:21:42,13.0
R0005679,S018,2025-12-07 13:17:29,2025-12-07 13:43:29,50.0
R0005680,S021,2025-12-07 19:23:38,,42.0
R0005681,S009,2025-12-07 13:04:26,2025-12-07 14:09:26,41.0
R0005682,S034,2025-12-07 20:38:47,2025-12-07 21:09:47,25.0
R0005683,S001,2025-12-07 07:25:38,2025-12-07 08:06:38,47.0
R0005684,S031,2025-12-07 19:38:34,2025-12-07 19:46:34,20.0
R0005685,S013,2025-12-07 07:45:35,2025-12-07 08:26:35,39.0
R0005686,S025,2025-12-07 13:53:54,2025-12-07 14:05:54,27.0
R0005687,S018,2025-12-07 11:39:42,2025-12-07 12:11:42,45.0
R0005688,S029,2025-12-07 20:20:30,2025-12-07 20:20:30,22.0
R0005689,S034,2025-12-07 18:26:17,2025-12-07 19:07:17,32.0
R0005690,S024,2025-12-07 19:09:52,2025-12-07 18:56:52,18.0
R0005691,S021,2025-12-07 12:37:52,,38.0
R0005692,S001,2025-12-07 20:05:13,2025-12-07 19:56:13,10.0
R0005693,S013,2025-12-07 20:09:56,2025-12-07 20:38:56,32.0
R0005694,S034,2025-12-07 14:52:35,2025-12-07 14:37:35,9.0
R0005695,S019,2025-12-07 14:52:40,2025-12-07 15:10:40,32.0
R0005696,S019,2025-12-07 13:37:33,2025-12-07 14:05:33,29.0
R0005697,S019,2025-12-07 20:51:12,2025-12-07 21:16:12,30.0
R0005698,S017,2025-12-07 14:00:05,2025-12-07 14:19:05,27.0
R0005699,S024,2025-12-07 17:24:25,2025-12-07 17:55:25,30.0
R0005700,S007,2025-12-07 21:05:56,,
R0005701,S022,2025-12-07 07:53:51,2025-12-07 08:01:51,39.0
R0005702,S026,2025-12-07 17:20:32,2025-12-07 17:50:32,30.0
R0005703,S001,2025-12-07 22:56:41,2025-12-08 00:28:41,72.0
R0005704,S031,2025-12-07 22:00:55,2025-12-07 22:24:55,17.0
R0005705,S026,2025-12-07 12:17:24,2025-12-07 12:22:24,33.0
R0005706,S019,2025-12-07 22:17:21,2025-12-07 23:01:21,47.0
R0005707,S009,2025-12-07 15:24:06,2025-12-07 15:49:06,28.0
R0005708,S009,2025-12-07 14:51:00,2025-12-07 15:05:00,31.0
R0005709,S012,2025-12-07 12:35:13,2025-12-07 13:23:13,40.0
R0005710,S003,2025-12-07 19:04:16,2025-12-07 18:53:16,10.0
R0005711,S024,2025-12-07 21:29:40,2025-12-07 21:45:40,28.0
R0005712,S009,2025-12-07 14:50:58,2025-12-07 14:49:58,27.0
R0005713,S008,2025-12-07 19:30:16,2025-12-07 19:23:16,13.0
R0005714,S009,2025-12-07 15:00:12,2025-12-07 16:03:12,44.0
R0005715,S029,2025-12-07 13:02:11,2025-12-07 13:32:11,-29.0
R0005716,S008,2025-12-07 21:52:53,2025-12-07 22:13:53,16.0
R0005717,S004,2025-12-07 15:10:52,2025-12-07 15:08:52,6.0
R0005718,S006,2025-12-07 21:19:12,2025-12-07 22:18:12,57.0
R0005719,S012,2025-12-07 19:59:56,2025-12-07 21:04:56,47.0
R0005720,S026,2025-12-07 17:59:14,2025-12-07 18:02:14,16.0
R0005721,S017,2025-12-07 15:24:27,2025-12-07 16:12:27,39.0
R0005722,S003,2025-12-07 12:01:42,,
R0005723,S005,2025-12-07 20:36:16,,
R0005724,S005,2025-12-07 15:04:48,2025-12-07 15:12:48,12.0
R0005725,S034,2025-12-07 14:40:23,2025-12-07 15:10:23,13.0
R0005726,S008,2025-12-07 09:45:16,2025-12-07 10:07:16,51.0
R0005727,S004,2025-12-07 20:41:48,2025-12-07 20:36:48,13.0
R0005728,S006,2025-12-07 19:20:17,2025-12-07 18:57:17,12.0
R0005729,S005,2025-12-07 20:36:46,,
R0005730,S004,2025-12-07 20:14:34,2025-12-07 20:07:34,10.0
R0005731,S005,2025-12-07 21:01:26,2025-12-07 21:33:26,11.0
R0005732,S019,2025-12-07 07:48:34,,
R0005733,S006,2025-12-07 07:58:37,2025-12-07 07:47:37,2.0
R0005734,S008,2025-12-07 12:41:31,,
R0005735,S031,2025-12-07 17:46:55,2025-12-07 17:42:55,21.0
R0005736,S025,2025-12-07 20:09:16,2025-12-07 20:36:16,18.0
R0005737,S006,2025-12-07 13:27:13,2025-12-07 13:21:13,12.0
R0005738,S009,2025-12-07 14:34:40,2025-12-07 15:11:40,32.0
R0005739,S025,2025-12-07 20:11:26,,
R0005740,S022,2025-12-07 20:46:41,2025-12-07 21:29:41,24.0
R0005741,S034,2025-12-07 17:02:31,2025-12-07 17:06:31,21.0
R0005742,S034,2025-12-07 12:19:45,,26.0
R0005743,S009,2025-12-07 18:33:11,2025-12-07 19:10:11,40.0
R0005744,S029,2025-12-07 23:08:05,2025-12-07 23:41:05,23.0
R0005745,S029,2025-12-07 14:34:34,2025-12-07 15:06:34,28.0
R0005746,S017,2025-12-07 12:12:03,2025-12-07 12:26:03,29.0
R0005747,S012,2025-12-07 14:07:48,2025-12-07 14:42:48,32.0
R0005748,S029,2025-12-07 23:08:43,2025-12-07 22:47:43,5.0
R0005749,S029,2025-12-07 15:05:45,2025-12-07 14:51:45,27.0
R0005750,S005,2025-12-07 14:51:58,,
R0005751,S006,2025-12-07 17:19:36,2025-12-07 17:31:36,23.0
R0005752,S018,2025-12-07 13:36:48,,
R0005753,S004,2025-12-07 22:06:06,,
R0005754,S021,2025-12-07 13:06:21,2025-12-07 13:37:21,38.0
R0005755,S034,2025-12-07 10:41:01,2025-12-07 10:51:01,23.0
R0005756,S009,2025-12-07 13:02:34,,
R0005757,S004,2025-12-07 18:49:31,2025-12-07 19:17:31,11.0
R0005758,S003,2025-12-07 10:39:12,2025-12-07 10:44:12,11.0
R0005759,S018,2025-12-07 15:06:19,2025-12-07 15:33:19,44.0
R0005760,S019,2025-12-07 19:54:57,2025-12-07 20:35:57,24.0
R0005761,S003,2025-12-07 14:56:18,2025-12-07 15:23:18,44.0
R0005762,S007,2025-12-07 12:32:16,2025-12-07 12:33:16,8.0
R0005763,S022,2025-12-07 17:11:44,2025-12-07 17:23:44,34.0
R0005764,S012,2025-12-07 21:28:17,2025-12-07 21:36:17,33.0
R0005765,S004,2025-12-07 14:40:11,2025-12-07 14:24:11,6.0
R0005766,S004,2025-12-07 18:41:32,2025-12-07 18:30:32,4.0
R0005767,S026,2025-12-07 20:05:43,2025-12-07 20:35:43,19.0
R0005768,S019,2025-12-07 22:49:58,2025-12-07 23:16:58,31.0
R0005769,S005,2025-12-07 22:53:19,2025-12-07 22:31:19,10.0
R0005770,S001,2025-12-07 19:47:32,,
R0005771,S001,2025-12-07 13:28:00,2025-12-07 13:11:00,5.0
R0005772,S004,2025-12-07 20:58:23,2025-12-07 21:37:23,49.0
R0005773,S021,2025-12-07 22:12:41,2025-12-07 22:24:41,38.0
R0005774,S013,2025-12-07 22:09:19,2025-12-07 22:22:19,44.0
R0005775,S009,2025-12-07 10:02:41,2025-12-07 10:56:41,35.0
R0005776,S005,2025-12-07 10:31:12,2025-12-07 10:56:12,48.0
R0005777,S012,2025-12-07 21:04:56,2025-12-07 21:34:56,29.0
R0005778,S017,2025-12-07 19:21:18,2025-12-07 19:42:18,24.0
R0005779,S004,2025-12-07 11:17:27,2025-12-07 12:00:27,58.0
R0005780,S001,2025-12-07 19:33:40,2025-12-07 19:28:40,9.0
R0005781,S026,2025-12-07 21:26:39,2025-12-07 21:23:39,25.0
R0005782,S031,2025-12-07 08:48:04,2025-12-07 09:09:04,32.0
R0005783,S024,2025-12-07 18:47:16,2025-12-07 19:05:16,28.0
R0005784,S026,2025-12-07 20:25:15,2025-12-07 20:46:15,26.0
R0005785,S005,2025-12-07 10:06:33,2025-12-07 10:15:33,11.0
R0005786,S021,2025-12-07 10:58:01,2025-12-07 11:15:01,29.0
R0005787,S029,2025-12-07 14:47:53,2025-12-07 15:30:53,27.0
R0005788,S012,2025-12-07 18:02:24,2025-12-07 18:57:24,58.0
R0005789,S018,2025-12-07 17:23:46,,
R0005790,S029,2025-12-07 13:43:56,,
R0005791,S022,2025-12-07 18:16:12,2025-12-07 18:36:12,10.0
R0005792,S026,2025-12-07 11:44:22,2025-12-07 12:21:22,31.0
R0005793,S009,2025-12-07 15:00:38,2025-12-07 14:49:38,25.0
R0005794,S017,2025-12-07 11:50:34,2025-12-07 12:08:34,39.0
R0005795,S026,2025-12-07 15:12:25,2025-12-07 14:56:25,23.0
R0005796,S021,2025-12-07 07:56:20,2025-12-07 07:34:20,16.0
R0005797,S012,2025-12-07 10:28:16,2025-12-07 10:41:16,26.0
R0005798,S029,2025-12-07 11:02:53,2025-12-07 11:32:53,22.0
R0005799,S034,2025-12-07 13:46:17,2025-12-07 14:13:17,14.0
R0005800,S025,2025-12-07 20:02:24,2025-12-07 20:28:24,33.0
R0005801,S004,2025-12-07 17:33:11,2025-12-07 18:25:11,58.0
R0005802,S012,2025-12-07 08:43:12,2025-12-07 09:33:12,47.0
R0005803,S012,2025-12-07 10:36:13,2025-12-07 11:11:13,17.0
R0005804,S008,2025-12-07 08:01:51,2025-12-07 07:33:51,10.0
R0005805,S004,2025-12-07 21:57:17,2025-12-07 21:28:17,13.0
R0005806,S034,2025-12-07 12:58:33,2025-12-07 12:38:33,13.0
R0005807,S023,2025-12-07 15:44:53,2025-12-07 15:38:53,-29.0
R0005808,S009,2025-12-07 10:29:12,2025-12-07 10:48:12,32.0
R0005809,S034,2025-12-07 15:41:06,2025-12-07 16:27:06,28.0
R0005810,S013,2025-12-07 21:49:21,2025-12-07 22:27:21,25.0
R0005811,S017,2025-12-07 15:34:36,2025-12-07 15:42:36,26.0
R0005812,S034,2025-12-07 22:08:48,2025-12-07 22:01:48,24.0
R0005813,S034,2025-12-07 17:04:25,2025-12-07 17:27:25,22.0
R0005814,S001,2025-12-07 12:08:14,2025-12-07 11:42:14,14.0
R0005815,S008,2025-12-07 20:12:05,2025-12-07 20:05:05,14.0
R0005816,S007,2025-12-07 20:04:58,2025-12-07 20:24:58,12.0
R0005817,S004,2025-12-07 14:06:13,2025-12-07 14:16:13,40.0
R0005818,S018,2025-12-07 22:43:18,2025-12-07 23:12:18,34.0
R0005819,S023,2025-12-07 11:07:06,2025-12-07 11:57:06,28.0
R0005820,S001,2025-12-07 11:43:37,2025-12-07 11:14:37,9.0
R0005821,S006,2025-12-07 11:56:48,2025-12-07 11:58:48,8.0
R0005822,S009,2025-12-07 09:06:13,2025-12-07 09:40:13,43.0
R0005823,S001,2025-12-07 19:28:40,2025-12-07 19:21:40,11.0
R0005824,S025,2025-12-07 21:09:37,,
R0005825,S003,2025-12-07 13:14:05,2025-12-07 14:10:05,67.0
R0005826,S021,2025-12-07 21:22:36,2025-12-07 21:34:36,27.0
R0005827,S023,2025-12-07 18:59:36,2025-12-07 19:01:36,33.0
R0005828,S029,2025-12-07 11:37:57,2025-12-07 11:43:57,22.0
R0005829,S029,2025-12-07 12:21:12,2025-12-07 12:14:12,34.0
R0005830,S013,2025-12-07 18:45:21,2025-12-07 19:01:21,31.0
R0005831,S025,2025-12-07 09:07:14,,
R0005832,S003,2025-12-07 09:19:30,2025-12-07 09:44:30,4.0
R0005833,S026,2025-12-07 09:26:43,,
R0005834,S009,2025-12-07 20:35:55,,
R0005835,S019,2025-12-07 15:31:09,2025-12-07 15:37:09,34.0
R0005836,S029,2025-12-07 20:22:53,2025-12-07 20:23:53,7.0
R0005837,S025,2025-12-07 12:51:05,2025-12-07 12:56:05,29.0
R0005838,S017,2025-12-07 22:16:36,2025-12-07 22:30:36,31.0
R0005839,S012,2025-12-07 19:55:29,2025-12-07 19:57:29,25.0
R0005840,S006,2025-12-07 17:22:04,2025-12-07 17:37:04,4.0
R0005841,S018,2025-12-07 11:21:37,2025-12-07 11:25:37,40.0
R0005842,S006,2025-12-07 14:29:19,,
R0005843,S001,2025-12-07 19:38:38,2025-12-07 20:04:38,9.0
R0005844,S007,2025-12-07 14:21:19,2025-12-07 14:12:19,15.0
R0005845,S029,2025-12-07 22:46:33,2025-12-07 22:50:33,6.0
R0005846,S007,2025-12-07 15:19:59,2025-12-07 15:52:59,58.0
R0005847,S034,2025-12-07 09:59:44,2025-12-07 10:23:44,33.0
R0005848,S018,2025-12-07 13:16:22,2025-12-07 13:34:22,30.0
R0005849,S009,2025-12-07 09:43:59,2025-12-07 09:28:59,14.0
R0005850,S021,2025-12-07 10:11:19,2025-12-07 10:18:19,33.0
R0005851,S031,2025-12-07 14:07:17,2025-12-07 14:14:17,8.0
R0005852,S025,2025-12-07 22:29:43,2025-12-07 22:45:43,9.0
R0005853,S007,2025-12-07 20:30:16,2025-12-07 20:08:16,8.0
R0005854,S025,2025-12-07 21:47:45,2025-12-07 22:22:45,27.0
R0005855,S004,2025-12-07 22:56:31,2025-12-07 23:22:31,15.0
R0005856,S005,2025-12-07 11:07:48,2025-12-07 10:56:48,9.0
R0005857,S023,2025-12-07 11:57:44,,
R0005858,S003,2025-12-07 08:04:55,2025-12-07 08:31:55,5.0
R0005859,S005,2025-12-07 22:01:57,2025-12-07 22:14:57,36.0
R0005860,S018,2025-12-07 09:40:28,2025-12-07 10:53:28,49.0
R0005861,S006,2025-12-07 10:29:54,,
R0005862,S005,2025-12-07 08:55:42,2025-12-07 09:07:42,5.0
R0005863,S021,2025-12-07 21:32:31,2025-12-07 21:47:31,33.0
R0005864,S007,2025-12-07 13:14:07,2025-12-07 13:13:07,9.0
R0005865,S009,2025-12-07 08:30:56,2025-12-07 09:05:56,30.0
R0005866,S023,2025-12-07 08:12:04,2025-12-07 08:22:04,29.0
R0005867,S001,2025-12-07 19:28:08,2025-12-07 19:13:08,4.0
R0005868,S001,2025-12-07 10:46:03,2025-12-07 12:00:03,71.0
R0005869,S023,2025-12-07 08:31:57,2025-12-07 08:28:57,14.0
R0005870,S022,2025-12-07 21:14:47,2025-12-07 21:40:47,40.0
R0005871,S021,2025-12-07 18:53:41,,
R0005872,S006,2025-12-07 15:45:09,2025-12-07 16:09:09,15.0
R0005873,S007,2025-12-07 07:46:10,2025-12-07 08:37:10,75.0
R0005874,S022,2025-12-07 13:19:17,2025-12-07 13:12:17,33.0
R0005875,S034,2025-12-07 21:01:45,2025-12-07 21:23:45,27.0
R0005876,S013,2025-12-07 16:15:36,2025-12-07 16:54:36,35.0
R0005877,S018,2025-12-07 11:55:02,2025-12-07 12:02:02,17.0
R0005878,S005,2025-12-07 18:45:26,2025-12-07 19:59:26,68.0
R0005879,S024,2025-12-07 17:40:41,2025-12-07 17:42:41,16.0
R0005880,S024,2025-12-07 16:39:30,2025-12-07 17:17:30,28.0
R0005881,S007,2025-12-07 19:48:42,2025-12-07 20:27:42,52.0
R0005882,S025,2025-12-07 20:26:38,2025-12-07 20:52:38,35.0
R0005883,S017,2025-12-07 12:53:08,,
R0005884,S031,2025-12-07 22:15:07,2025-12-07 22:14:07,21.0
R0005885,S019,2025-12-07 11:11:50,2025-12-07 11:36:50,32.0
R0005886,S006,2025-12-07 08:40:11,2025-12-07 08:38:11,9.0
R0005887,S004,2025-12-07 20:10:55,2025-12-07 20:24:55,5.0
R0005888,S009,2025-12-07 13:33:49,2025-12-07 14:16:49,33.0
R0005889,S006,2025-12-07 19:02:43,2025-12-07 19:47:43,53.0
R0005890,S021,2025-12-07 11:59:35,2025-12-07 12:33:35,32.0
R0005891,S021,2025-12-07 17:18:16,2025-12-07 17:37:16,37.0
R0005892,S026,2025-12-07 12:49:33,,
R0005893,S029,2025-12-07 11:24:48,2025-12-07 12:05:48,27.0
R0005894,S029,2025-12-07 14:32:28,2025-12-07 14:15:28,19.0
R0005895,S026,2025-12-07 09:52:28,,
R0005896,S006,2025-12-07 19:09:55,2025-12-07 18:56:55,11.0
R0005897,S004,2025-12-07 12:34:15,2025-12-07 12:47:15,17.0
R0005898,S003,2025-12-07 23:02:40,2025-12-07 22:48:40,12.0
R0005899,S001,2025-12-07 22:14:31,2025-12-07 22:25:31,-8.0
R0005900,S031,2025-12-07 09:26:28,2025-12-07 09:41:28,25.0
R0005901,S029,2025-12-07 09:49:42,2025-12-07 09:59:42,27.0
R0005902,S017,2025-12-07 22:16:43,2025-12-07 22:18:43,40.0
R0005903,S006,2025-12-07 15:00:40,2025-12-07 15:18:40,46.0
R0005904,S005,2025-12-07 14:36:32,2025-12-07 15:51:32,66.0
R0005905,S005,2025-12-07 16:35:29,2025-12-07 16:10:29,15.0
R0005906,S013,2025-12-07 20:08:55,2025-12-07 20:20:55,24.0
R0005907,S026,2025-12-07 15:11:00,2025-12-07 15:11:00,6.0
R0005908,S017,2025-12-07 21:16:53,2025-12-07 21:21:53,35.0
R0005909,S009,2025-12-07 13:29:09,2025-12-07 13:19:09,19.0
R0005910,S001,2025-12-07 19:41:25,2025-12-07 19:39:25,10.0
R0005911,S008,2025-12-07 17:48:52,2025-12-07 17:27:52,8.0
R0005912,S034,2025-12-07 13:35:12,,27.0
R0005913,S006,2025-12-07 18:18:49,,
R0005914,S022,2025-12-07 20:25:00,2025-12-07 20:50:00,32.0
R0005915,S026,2025-12-07 23:09:19,2025-12-07 22:57:19,15.0
R0005916,S023,2025-12-07 10:31:38,2025-12-07 11:00:38,21.0
R0005917,S004,2025-12-07 08:36:14,2025-12-07 08:30:14,12.0
R0005918,S018,2025-12-07 19:21:49,2025-12-07 20:17:49,50.0
R0005919,S005,2025-12-07 14:21:54,2025-12-07 14:29:54,5.0
R0005920,S022,2025-12-07 09:01:49,2025-12-07 09:19:49,30.0
R0005921,S018,2025-12-07 12:23:40,2025-12-07 12:59:40,40.0
R0005922,S006,2025-12-07 08:05:31,2025-12-07 08:55:31,65.0
R0005923,S005,2025-12-07 14:42:24,2025-12-07 14:56:24,18.0
R0005924,S024,2025-12-07 15:07:27,2025-12-07 15:09:27,9.0
R0005925,S021,2025-12-07 19:57:59,2025-12-07 20:27:59,27.0
R0005926,S019,2025-12-07 22:18:25,2025-12-07 22:44:25,43.0
R0005927,S025,2025-12-07 11:37:17,2025-12-07 11:42:17,22.0
R0005928,S031,2025-12-07 18:52:53,2025-12-07 18:44:53,14.0
R0005929,S008,2025-12-07 11:38:07,2025-12-07 11:36:07,8.0
R0005930,S008,2025-12-07 22:04:57,2025-12-07 22:24:57,11.0
R0005931,S003,2025-12-07 09:31:01,2025-12-07 09:18:01,8.0
R0005932,S012,2025-12-07 17:12:35,2025-12-07 17:39:35,56.0
R0005933,S034,2025-12-07 10:11:52,2025-12-07 10:41:52,24.0
R0005934,S021,2025-12-07 19:10:34,,
R0005935,S023,2025-12-07 14:22:31,2025-12-07 14:44:31,20.0
R0005936,S004,2025-12-07 15:20:09,2025-12-07 15:15:09,10.0
R0005937,S031,2025-12-07 07:12:59,2025-12-07 07:56:59,28.0
R0005938,S031,2025-12-07 09:47:41,,
R0005939,S012,2025-12-07 09:05:20,,
R0005940,S027,2025-12-08 16:22:47,2025-12-08 16:11:47,29.0
R0005941,S034,2025-12-08 21:28:10,2025-12-08 21:48:10,15.0
R0005942,S002,2025-12-08 20:39:17,2025-12-08 20:18:17,9.0
R0005943,S005,2025-12-08 19:32:32,2025-12-08 21:12:32,81.0
R0005944,S034,2025-12-08 19:25:10,2025-12-08 19:14:10,30.0
R0005945,S027,2025-12-08 16:03:42,2025-12-08 16:03:42,29.0
R0005946,S004,2025-12-08 21:58:41,2025-12-08 21:36:41,11.0
R0005947,S009,2025-12-08 20:28:19,2025-12-08 20:52:19,44.0
R0005948,S009,2025-12-08 14:50:44,2025-12-08 15:06:44,22.0
R0005949,S002,2025-12-08 16:21:46,2025-12-08 16:29:46,12.0
R0005950,S005,2025-12-08 14:39:07,2025-12-08 14:33:07,15.0
R0005951,S031,2025-12-08 12:03:57,,
R0005952,S004,2025-12-08 19:23:32,2025-12-08 19:30:32,12.0
R0005953,S022,2025-12-08 10:43:36,2025-12-08 10:53:36,33.0
R0005954,S009,2025-12-08 19:20:37,2025-12-08 19:51:37,63.0
R0005955,S033,2025-12-08 22:48:23,2025-12-08 22:45:23,21.0
R0005956,S007,2025-12-08 14:10:50,,
R0005957,S005,2025-12-08 15:18:12,2025-12-08 15:36:12,13.0
R0005958,S013,2025-12-08 11:38:26,2025-12-08 11:36:26,17.0
R0005959,S013,2025-12-08 22:34:33,2025-12-08 22:31:33,34.0
R0005960,S024,2025-12-08 13:31:28,2025-12-08 13:51:28,34.0
R0005961,S025,2025-12-08 19:50:59,,
R0005962,S018,2025-12-08 15:12:32,2025-12-08 16:00:32,39.0
R0005963,S025,2025-12-08 19:25:26,2025-12-08 19:24:26,11.0
R0005964,S002,2025-12-08 08:13:26,2025-12-08 07:56:26,12.0
R0005965,S023,2025-12-08 14:36:29,2025-12-08 14:43:29,28.0
R0005966,S006,2025-12-08 10:57:48,2025-12-08 11:26:48,59.0
R0005967,S024,2025-12-08 19:55:00,2025-12-08 19:59:00,27.0
R0005968,S013,2025-12-08 20:48:42,2025-12-08 21:10:42,23.0
R0005969,S027,2025-12-08 15:45:13,2025-12-08 15:39:13,23.0
R0005970,S002,2025-12-08 08:14:16,2025-12-08 07:45:16,6.0
R0005971,S027,2025-12-08 22:26:18,2025-12-08 22:38:18,16.0
R0005972,S004,2025-12-08 20:59:46,2025-12-08 21:21:46,10.0
R0005973,S022,2025-12-08 12:58:58,2025-12-08 13:28:58,24.0
R0005974,S002,2025-12-08 14:18:11,,
R0005975,S011,2025-12-08 09:58:40,2025-12-08 10:27:40,49.0
R0005976,S016,2025-12-08 12:03:39,2025-12-08 12:01:39,26.0
R0005977,S011,2025-12-08 13:43:21,2025-12-08 14:07:21,23.0
R0005978,S025,2025-12-08 20:12:57,2025-12-08 20:10:57,26.0
R0005979,S005,2025-12-08 17:30:15,2025-12-08 17:17:15,8.0
R0005980,S027,2025-12-08 07:51:18,2025-12-08 07:48:18,18.0
R0005981,S002,2025-12-08 21:55:49,2025-12-08 21:59:49,17.0
R0005982,S006,2025-12-08 08:06:11,2025-12-08 09:07:11,72.0
R0005983,S011,2025-12-08 09:27:08,2025-12-08 09:46:08,31.0
R0005984,S025,2025-12-08 20:07:20,,
R0005985,S013,2025-12-08 20:43:52,2025-12-08 21:14:52,36.0
R0005986,S002,2025-12-08 15:06:48,2025-12-08 15:21:48,43.0
R0005987,S022,2025-12-08 14:58:35,,
R0005988,S034,2025-12-08 12:33:16,2025-12-08 13:08:16,32.0
R0005989,S027,2025-12-08 21:24:15,2025-12-08 21:33:15,32.0
R0005990,S007,2025-12-08 14:34:40,2025-12-08 14:27:40,17.0
R0005991,S034,2025-12-08 20:05:55,2025-12-08 19:55:55,20.0
R0005992,S016,2025-12-08 08:03:39,2025-12-08 08:02:39,18.0
R0005993,S012,2025-12-08 15:01:56,2025-12-08 15:06:56,25.0
R0005994,S027,2025-12-08 14:54:22,2025-12-08 15:13:22,24.0
R0005995,S034,2025-12-08 21:13:54,2025-12-08 21:16:54,33.0
R0005996,S016,2025-12-08 16:49:04,2025-12-08 17:35:04,43.0
R0005997,S034,2025-12-08 17:16:08,2025-12-08 17:42:08,44.0
R0005998,S033,2025-12-08 22:07:58,2025-12-08 21:59:58,17.0
R0005999,S007,2025-12-08 12:22:30,2025-12-08 12:59:30,50.0
R0006000,S033,2025-12-08 12:04:30,,
R0006001,S002,2025-12-08 12:58:15,2025-12-08 13:17:15,-55.0
R0006002,S034,2025-12-08 10:54:24,2025-12-08 11:31:24,27.0
R0006003,S012,2025-12-08 19:13:41,2025-12-08 19:32:41,35.0
R0006004,S002,2025-12-08 22:06:24,2025-12-08 22:26:24,11.0
R0006005,S031,2025-12-08 14:11:12,2025-12-08 14:50:12,31.0
R0006006,S005,2025-12-08 15:01:07,2025-12-08 15:02:07,12.0
R0006007,S018,2025-12-08 22:03:35,2025-12-08 22:27:35,34.0
R0006008,S005,2025-12-08 20:25:30,2025-12-08 21:30:30,54.0
R0006009,S007,2025-12-08 15:01:18,,
R0006010,S012,2025-12-08 18:11:07,2025-12-08 18:45:07,29.0
R0006011,S007,2025-12-08 14:49:27,2025-12-08 15:14:27,17.0
R0006012,S011,2025-12-08 16:01:52,2025-12-08 16:45:52,38.0
R0006013,S012,2025-12-08 11:41:37,,
R0006014,S011,2025-12-08 14:19:24,2025-12-08 14:52:24,14.0
R0006015,S031,2025-12-08 16:38:09,2025-12-08 16:55:09,13.0
R0006016,S018,2025-12-08 09:43:28,2025-12-08 10:35:28,33.0
R0006017,S022,2025-12-08 15:57:23,2025-12-08 16:15:23,32.0
